id_patrulheiro,nivel,tempo_jogo_horas,medalhas_pt,raca,quest_sucess,ki_maximo,stamina_maxima,mentor_atual
PT-1319,40,86.9,502,Majin,55.8,66,9,cell
PT-1320,94,185.2,470,Saiyan,52.27,185,20,gotenks
PT-1321,55,179.7,216,Saiyan,42.59,90,88,tien
PT-1322,59,142.2,737,Majin,44.61,49,135,pan
PT-1323,70,181.9,319,Saiyan,35.28,115,40,krillin
PT-1324,39,79.4,398,Human,31.39,92,141,bardock
PT-1325,75,163.9,1494,Majin,53.24,74,82,android 18
PT-1326,89,164.1,903,Saiyan,56.29,55,14,krillin
PT-1327,76,230.5,696,Saiyan,32.0,112,21,vegeta
PT-1328,38,64.3,619,Saiyan,30.66,63,87,raditz
PT-1329,68,233.0,446,Namekian,55.37,24,83,gohan (adult) and videl
PT-1330,85,252.4,1635,Saiyan,58.71,108,149,raditz
PT-1331,32,116.7,797,Saiyan,42.54,30,4,gotenks
PT-1332,49,59.8,314,Frieza,31.71,9,69,gohan (kid)
PT-1333,88,181.2,213,Human,65.45,86,92,hit
PT-1334,75,200.5,692,Human,49.64,141,77,gohan (kid)
PT-1335,78,226.9,477,Namekian,63.94,141,69,cell
PT-1336,107,350.9,209,Saiyan,62.83,153,90,gohan (adult) and videl
PT-1337,79,186.2,637,Frieza,35.22,104,92,piccolo
PT-1338,83,276.1,419,Namekian,59.99,120,100,tien
PT-1339,124,218.4,677,Saiyan,66.05,133,127,frieza
PT-1340,66,157.2,642,Saiyan,43.39,39,124,android 16
PT-1341,54,114.6,342,Saiyan,29.98,37,20,gohan (adult) and videl
PT-1342,79,242.9,720,Human,64.58,69,13,gohan (kid)
PT-1343,79,150.8,365,Human,47.43,149,126,broly
PT-1344,59,128.9,380,Human,56.2,120,34,whis
PT-1345,49,127.6,358,Frieza,36.15,26,49,hercule
PT-1346,116,305.0,971,Human,58.98,125,87,krillin
PT-1347,77,102.4,416,Majin,61.36,75,59,tien
PT-1348,55,73.9,1123,Human,41.41,68,10,zamasu
PT-1349,88,254.3,1437,Human,54.69,79,69,lord slug
PT-1350,68,139.7,316,Saiyan,36.95,141,104,android 18
PT-1351,65,109.8,85,Human,42.34,81,75,beerus
PT-1352,81,238.2,922,Human,55.83,103,107,krillin
PT-1353,44,71.9,401,Saiyan,27.21,74,41,majin buu
PT-1354,77,200.0,293,Majin,46.49,50,120,android 16
PT-1355,108,262.7,346,Human,59.84,121,85,turles
PT-1356,79,148.6,384,Saiyan,52.13,136,1,hercule
PT-1357,62,86.7,1073,Namekian,56.64,139,86,dodoria
PT-1358,60,126.6,6227,Saiyan,41.6,32,103,tien
PT-1359,62,90.8,1064,Human,39.28,19,51,whis
PT-1360,65,160.7,663,Human,67.97,84,123,majin buu
PT-1361,62,195.7,409,Saiyan,41.33,124,39,nappa
PT-1362,88,294.1,390,Saiyan,53.67,115,118,hit
PT-1363,35,105.2,690,Saiyan,31.14,85,124,gohan (kid)
PT-1364,87,217.9,806,Saiyan,52.59,45,92,vegeta
PT-1365,62,160.5,896,Human,45.42,57,64,gohan (future)
PT-1366,78,252.1,421,Saiyan,58.57,5,80,android 16
PT-1367,47,79.9,547,Frieza,42.03,62,128,broly
PT-1368,97,207.1,700,Saiyan,67.42,21,114,broly
PT-1369,95,196.5,391,Saiyan,66.35,159,182,frieza
PT-1370,89,137.1,249,Frieza,57.27,163,103,raditz
PT-1371,40,85.9,304,Human,39.01,68,32,turles
PT-1372,87,284.3,426,Human,63.67,39,68,captain ginyu
PT-1373,78,261.7,733,Human,42.31,107,87,frieza
PT-1374,38,56.3,1049,Namekian,55.19,135,0,frieza
PT-1375,70,160.8,218,Saiyan,43.9,105,60,krillin
PT-1376,77,172.4,344,Saiyan,47.99,139,66,krillin
PT-1377,81,200.1,398,Frieza,42.7,75,96,android 18
PT-1378,74,186.5,794,Saiyan,40.14,54,159,hercule
PT-1379,76,121.9,359,Majin,58.19,88,85,dodoria
PT-1380,99,288.0,381,Human,77.76,32,22,piccolo
PT-1381,95,316.5,211,Human,53.46,197,60,vegeta
PT-1382,13,32.3,659,Majin,27.98,46,50,majin buu
PT-1383,64,167.7,447,Frieza,47.36,116,79,tien
PT-1384,67,195.7,333,Saiyan,54.8,65,142,frieza
PT-1385,35,76.2,422,Human,51.75,0,93,cell
PT-1386,72,132.1,969,Majin,60.97,145,118,zarbon
PT-1387,95,246.2,270,Saiyan,56.09,61,88,cooler
PT-1388,48,76.1,297,Namekian,43.43,82,108,broly
PT-1389,77,224.2,1045,Human,55.82,109,48,piccolo
PT-1390,52,119.2,516,Saiyan,40.64,75,105,yamcha
PT-1391,57,118.7,736,Namekian,34.03,44,59,tien
PT-1392,100,211.3,627,Frieza,53.61,104,42,lord slug
PT-1393,59,164.5,482,Saiyan,52.79,39,95,beerus
PT-1394,79,129.2,400,Majin,61.61,126,141,cell
PT-1395,33,81.4,812,Saiyan,31.54,79,37,bardock
PT-1396,107,208.4,990,Saiyan,64.89,115,167,cell
PT-1397,82,250.8,944,Saiyan,62.38,73,21,gohan (kid)
PT-1398,66,250.7,242,Namekian,32.77,167,28,raditz
PT-1399,82,171.7,1078,Saiyan,49.23,44,82,android 16
PT-1400,42,132.3,398,Saiyan,52.94,2,45,android 16
PT-1401,94,177.8,313,Majin,59.99,102,69,captain ginyu
PT-1402,64,196.1,445,Saiyan,36.57,71,80,captain ginyu
PT-1403,66,105.3,811,Saiyan,47.34,127,55,zarbon
PT-1404,60,186.9,681,Saiyan,52.17,104,58,nappa
PT-1405,58,157.5,423,Majin,22.83,78,82,android 18
PT-1406,84,245.7,815,Human,55.01,117,62,majin buu
PT-1407,75,145.8,536,Majin,47.02,109,78,gohan (adult) and videl
PT-1408,83,282.1,349,Saiyan,40.06,181,62,gohan (kid)
PT-1409,70,266.3,322,Human,48.66,96,31,turles
PT-1410,80,178.1,630,Majin,50.91,67,117,gohan (kid)
PT-1411,62,164.6,469,Saiyan,44.61,88,142,gohan (kid)
PT-1412,115,338.8,216,Saiyan,63.21,17,153,gohan (adult) and videl
PT-1413,39,58.9,819,Saiyan,27.43,60,71,gohan (future)
PT-1414,95,316.8,369,Saiyan,46.36,150,71,pan
PT-1415,97,196.9,1281,Saiyan,53.27,132,86,tien
PT-1416,53,162.5,212,Frieza,48.07,84,109,gohan (kid)
PT-1417,115,206.6,442,Human,67.86,148,19,majin buu
PT-1418,90,159.0,324,Human,55.45,146,78,gohan (adult) and videl
PT-1419,89,247.8,274,Saiyan,47.28,158,122,captain ginyu
PT-1420,71,175.8,368,Human,45.41,105,34,krillin
PT-1421,66,219.2,1426,Human,52.3,70,93,captain ginyu
PT-1422,66,239.8,537,Frieza,50.44,0,91,krillin
PT-1423,78,154.3,306,Saiyan,47.38,132,26,gohan (kid)
PT-1424,98,198.6,164,Majin,38.31,129,102,android 16
PT-1425,74,132.1,175,Saiyan,44.2,95,57,yamcha
PT-1426,52,128.7,357,Human,36.94,44,83,cell
PT-1427,86,217.0,337,Frieza,47.14,137,117,android 18
PT-1428,88,267.2,431,Human,51.89,90,108,zarbon
PT-1429,83,254.6,126,Majin,59.73,95,91,vegeta
PT-1430,85,125.3,466,Namekian,53.7,96,101,whis
PT-1431,65,136.5,913,Frieza,53.92,100,28,frieza
PT-1432,51,149.6,1305,Saiyan,28.33,25,64,broly
PT-1433,53,119.8,158,Saiyan,38.76,95,35,zarbon
PT-1434,37,59.1,305,Human,20.0,31,97,cooler
PT-1435,75,165.2,295,Frieza,46.59,63,110,goku
PT-1436,68,176.5,538,Human,38.83,120,105,yamcha
PT-1437,61,113.8,237,Saiyan,54.65,39,141,raditz
PT-1438,11,34.3,1352,Human,27.68,74,25,whis
PT-1439,45,89.8,506,Saiyan,46.12,70,40,zarbon
PT-1440,92,253.3,458,Saiyan,53.37,38,80,gohan (kid)
PT-1441,57,164.5,1281,Saiyan,34.64,130,6,zamasu
PT-1442,77,260.3,488,Saiyan,42.39,104,23,tien
PT-1443,42,83.6,627,Majin,38.92,79,84,cooler
PT-1444,99,180.2,314,Saiyan,74.08,149,43,hercule
PT-1445,67,120.0,217,Saiyan,50.1,144,34,hercule
PT-1446,76,166.4,342,Human,47.4,99,79,zarbon
PT-1447,117,242.3,1830,Saiyan,65.29,148,95,krillin
PT-1448,100,291.7,720,Saiyan,59.75,125,135,gotenks
PT-1449,64,111.4,581,Saiyan,61.81,67,77,gohan (adult) and videl
PT-1450,58,68.8,274,Saiyan,53.07,13,39,raditz
PT-1451,63,126.4,851,Human,47.28,89,113,nappa
PT-1452,80,239.9,218,Saiyan,52.88,149,115,captain ginyu
PT-1453,68,216.6,192,Saiyan,49.59,108,21,yamcha
PT-1454,62,172.0,352,Saiyan,48.75,37,83,gohan (adult) and videl
PT-1455,99,260.1,1592,Saiyan,56.29,153,71,whis
PT-1456,68,194.0,1539,Saiyan,40.45,72,48,gohan (kid)
PT-1457,116,348.4,376,Saiyan,74.66,39,186,whis
PT-1458,72,139.3,329,Saiyan,48.98,128,85,gohan (adult) and videl
PT-1459,106,286.2,184,Saiyan,69.99,77,95,lord slug
PT-1460,77,237.2,516,Namekian,63.97,163,87,gohan (future)
PT-1461,89,168.9,543,Saiyan,59.76,147,127,nappa
PT-1462,56,155.9,791,Saiyan,45.27,66,41,whis
PT-1463,53,112.0,851,Human,66.8,91,46,tien
PT-1464,79,196.4,438,Saiyan,53.26,190,112,dodoria
PT-1465,90,140.0,688,Majin,47.28,142,32,frieza
PT-1466,71,206.8,324,Saiyan,46.15,96,119,yamcha
PT-1467,44,122.0,680,Human,50.01,181,0,lord slug
PT-1468,43,76.9,363,Frieza,26.85,69,50,dodoria
PT-1469,41,100.1,649,Saiyan,30.38,86,0,dodoria
PT-1470,35,69.5,618,Saiyan,42.85,21,12,cooler
PT-1471,72,100.8,514,Human,46.63,21,132,yamcha
PT-1472,93,323.8,794,Frieza,56.32,93,137,piccolo
PT-1473,70,176.8,192,Saiyan,56.59,88,125,piccolo
PT-1474,25,78.5,260,Human,24.27,63,0,jaco
PT-1475,66,113.1,419,Saiyan,34.65,26,34,hercule
PT-1476,67,218.2,207,Human,35.69,110,90,captain ginyu
PT-1477,112,266.6,386,Saiyan,69.45,86,137,android 16
PT-1478,41,116.9,394,Human,38.47,87,27,android 16
PT-1479,62,99.8,1081,Saiyan,39.26,117,50,raditz
PT-1480,104,161.9,537,Human,52.33,97,58,tien
PT-1481,79,184.9,914,Saiyan,49.44,55,152,frieza
PT-1482,81,125.4,591,Human,61.33,157,68,raditz
PT-1483,72,217.5,357,Majin,42.11,123,82,broly
PT-1484,77,140.4,534,Namekian,45.5,98,87,raditz
PT-1485,86,250.3,763,Frieza,44.88,158,134,frieza
PT-1486,54,178.0,1008,Human,38.66,77,30,zarbon
PT-1487,88,233.2,455,Human,57.9,76,138,majin buu
PT-1488,43,46.8,183,Saiyan,54.12,24,9,jaco
PT-1489,77,220.5,1719,Frieza,52.54,87,131,zarbon
PT-1490,74,246.3,2514,Human,49.17,120,13,krillin
PT-1491,58,110.7,121,Saiyan,50.1,132,66,android 16
PT-1492,70,124.4,1447,Saiyan,53.57,87,144,yamcha
PT-1493,58,184.6,705,Majin,38.58,125,98,tien
PT-1494,49,87.0,337,Namekian,58.02,61,81,android 16
PT-1495,63,186.0,253,Majin,45.0,49,32,tien
PT-1496,48,147.5,913,Human,41.09,16,34,yamcha
PT-1497,76,122.7,253,Saiyan,54.81,71,137,zarbon
PT-1498,47,100.9,267,Frieza,41.57,17,82,zarbon
PT-1499,84,230.1,311,Human,65.8,178,124,whis
PT-1500,46,92.0,528,Human,33.68,84,65,gohan (kid)
PT-1501,59,189.4,715,Human,49.87,73,60,vegeta
PT-1502,58,121.6,1008,Human,44.52,145,101,cell
PT-1503,97,205.4,922,Majin,66.66,56,108,gotenks
PT-1504,77,266.5,493,Human,49.08,86,77,nappa
PT-1505,66,145.8,909,Namekian,43.6,163,20,android 18
PT-1506,80,262.7,329,Namekian,57.86,88,124,android 18
PT-1507,28,31.7,165,Saiyan,34.06,150,67,gohan (kid)
PT-1508,69,138.2,329,Saiyan,41.04,117,54,yamcha
PT-1509,110,197.8,304,Human,74.76,170,154,cell
PT-1510,73,210.1,337,Human,55.06,142,91,raditz
PT-1511,71,207.6,277,Human,47.81,87,90,nappa
PT-1512,81,276.8,374,Namekian,48.65,75,122,frieza
PT-1513,88,291.8,715,Saiyan,58.11,96,118,yamcha
PT-1514,30,79.0,1379,Saiyan,37.28,15,63,raditz
PT-1515,36,117.2,175,Namekian,21.65,56,48,zarbon
PT-1516,74,169.1,228,Frieza,52.61,89,161,broly
PT-1517,56,184.6,306,Saiyan,47.62,142,40,hercule
PT-1518,96,283.9,780,Saiyan,39.58,131,127,gohan (kid)
PT-1519,64,212.3,436,Saiyan,47.17,176,71,gohan (kid)
PT-1520,31,79.8,319,Human,37.96,0,70,hit
PT-1521,45,129.2,758,Human,42.65,17,111,android 16
PT-1522,15,44.5,875,Saiyan,32.42,28,28,cell
PT-1523,65,88.8,487,Saiyan,43.38,142,100,krillin
PT-1524,66,110.3,302,Human,38.08,78,87,tien
PT-1525,62,225.7,580,Human,30.4,21,48,gohan (kid)
PT-1526,92,194.7,428,Human,65.54,94,145,gotenks
PT-1527,94,170.3,426,Saiyan,63.22,57,124,whis
PT-1528,67,150.0,362,Saiyan,56.15,28,60,piccolo
PT-1529,27,84.0,858,Saiyan,25.0,132,93,lord slug
PT-1530,82,216.6,572,Frieza,59.23,82,54,broly
PT-1531,81,261.4,917,Saiyan,40.38,102,86,broly
PT-1532,76,263.2,1099,Human,43.44,87,66,dodoria
PT-1533,90,257.6,649,Human,57.01,92,123,raditz
PT-1534,47,134.0,364,Namekian,44.11,34,44,goku
PT-1535,110,251.5,920,Saiyan,77.43,106,137,gohan (kid)
PT-1536,51,151.9,652,Saiyan,38.48,84,89,raditz
PT-1537,85,166.3,2350,Namekian,47.07,155,74,piccolo
PT-1538,36,68.3,594,Saiyan,27.06,97,128,captain ginyu
PT-1539,51,169.8,749,Human,34.9,22,36,tien
PT-1540,100,335.4,587,Saiyan,77.77,150,44,frieza
PT-1541,65,139.2,464,Frieza,52.05,101,110,jaco
PT-1542,87,259.8,422,Majin,63.7,75,5,captain ginyu
PT-1543,75,185.5,588,Saiyan,48.09,97,142,gohan (future)
PT-1544,68,151.6,674,Namekian,47.19,107,82,beerus
PT-1545,97,191.6,985,Majin,64.39,109,41,hercule
PT-1546,65,105.7,593,Human,41.95,101,38,cooler
PT-1547,34,106.7,373,Saiyan,31.27,23,0,broly
PT-1548,54,138.8,405,Saiyan,36.2,153,83,frieza
PT-1549,81,189.1,223,Human,48.82,18,34,piccolo
PT-1550,78,153.3,1335,Saiyan,51.59,116,105,pan
PT-1551,39,96.1,356,Namekian,29.03,76,45,captain ginyu
PT-1552,56,146.9,880,Saiyan,44.69,101,50,whis
PT-1553,58,205.8,582,Human,45.48,48,91,vegeta
PT-1554,63,106.4,591,Saiyan,43.77,127,99,nappa
PT-1555,42,117.1,459,Human,30.18,59,105,majin buu
PT-1556,57,137.1,307,Saiyan,43.64,28,45,android 18
PT-1557,55,113.0,276,Saiyan,37.96,30,67,zarbon
PT-1558,85,165.7,1390,Saiyan,54.37,103,64,broly
PT-1559,86,181.6,528,Human,63.19,35,97,captain ginyu
PT-1560,67,151.5,968,Saiyan,36.78,156,46,krillin
PT-1561,62,145.3,1131,Majin,62.19,122,56,cell
PT-1562,73,154.6,385,Saiyan,48.62,161,64,tien
PT-1563,54,90.3,635,Human,44.89,142,80,dodoria
PT-1564,47,128.4,506,Human,32.78,54,63,piccolo
PT-1565,51,63.0,246,Saiyan,49.54,36,86,raditz
PT-1566,57,96.6,441,Saiyan,41.79,0,66,bardock
PT-1567,47,119.1,701,Saiyan,35.65,51,40,yamcha
PT-1568,73,157.8,365,Human,44.6,159,89,majin buu
PT-1569,85,161.0,405,Frieza,51.85,65,53,android 18
PT-1570,38,75.5,444,Saiyan,38.55,52,79,piccolo
PT-1571,71,98.9,1749,Majin,49.78,65,68,pan
PT-1572,66,134.7,164,Human,46.08,98,84,piccolo
PT-1573,77,135.5,666,Human,45.11,143,93,captain ginyu
PT-1574,70,110.6,423,Human,41.85,24,143,hercule
PT-1575,41,134.8,335,Frieza,32.71,9,74,majin buu
PT-1576,45,149.3,417,Human,41.68,125,64,nappa
PT-1577,71,140.5,735,Namekian,53.7,116,52,gotenks
PT-1578,91,182.0,761,Saiyan,62.78,92,126,goku
PT-1579,26,35.5,551,Majin,30.39,119,37,dodoria
PT-1580,77,233.5,949,Frieza,53.87,37,23,android 16
PT-1581,94,280.7,1055,Frieza,56.25,142,88,nappa
PT-1582,67,105.8,804,Saiyan,32.86,81,85,nappa
PT-1583,81,156.2,355,Namekian,50.67,119,54,dodoria
PT-1584,56,112.5,663,Saiyan,39.4,0,64,piccolo
PT-1585,68,224.8,665,Human,38.89,74,75,cell
PT-1586,38,126.4,302,Saiyan,30.66,90,54,yamcha
PT-1587,23,53.8,192,Human,30.28,46,95,krillin
PT-1588,89,233.7,146,Saiyan,46.53,151,40,zarbon
PT-1589,50,102.4,514,Saiyan,34.31,119,146,tien
PT-1590,61,172.6,589,Saiyan,56.78,40,71,frieza
PT-1591,42,146.5,242,Saiyan,23.98,97,83,captain ginyu
PT-1592,42,78.7,923,Saiyan,35.33,24,65,yamcha
PT-1593,67,72.1,540,Namekian,37.47,86,8,raditz
PT-1594,55,151.9,1107,Majin,35.99,100,26,krillin
PT-1595,78,187.2,615,Majin,49.62,59,64,cooler
PT-1596,79,253.8,260,Majin,43.7,125,125,gohan (kid)
PT-1597,76,157.9,649,Saiyan,54.99,71,28,lord slug
PT-1598,75,266.1,737,Human,60.81,67,48,android 18
PT-1599,102,201.9,355,Human,67.53,140,108,vegeta
PT-1600,49,95.2,207,Saiyan,47.8,36,83,krillin
PT-1601,69,154.7,523,Human,36.56,50,96,nappa
PT-1602,93,171.8,270,Majin,55.26,146,56,nappa
PT-1603,95,191.2,965,Human,61.74,110,33,nappa
PT-1604,42,108.7,386,Majin,43.77,5,81,goku
PT-1605,64,91.7,1387,Saiyan,59.63,115,132,yamcha
PT-1606,97,190.4,138,Majin,67.35,91,84,gohan (kid)
PT-1607,80,147.5,534,Saiyan,59.17,38,40,gotenks
PT-1608,74,129.3,1162,Namekian,70.67,0,65,pan
PT-1609,66,261.2,289,Saiyan,47.17,119,92,dodoria
PT-1610,62,214.9,448,Human,42.49,45,64,frieza
PT-1611,76,101.5,387,Human,51.82,41,139,krillin
PT-1612,65,193.4,327,Saiyan,38.68,108,112,gohan (adult) and videl
PT-1613,69,190.6,571,Saiyan,48.14,117,86,cooler
PT-1614,72,245.6,227,Saiyan,34.99,56,2,dodoria
PT-1615,56,116.9,461,Human,38.16,111,42,gohan (kid)
PT-1616,81,158.9,672,Frieza,51.48,177,65,zarbon
PT-1617,128,287.1,433,Saiyan,78.8,186,90,lord slug
PT-1618,34,133.1,270,Human,42.49,105,61,tien
PT-1619,76,229.2,914,Namekian,42.69,103,92,captain ginyu
PT-1620,55,131.0,764,Human,58.61,56,2,krillin
PT-1621,82,174.5,264,Namekian,53.99,93,120,hercule
PT-1622,71,216.8,227,Saiyan,50.32,104,80,piccolo
PT-1623,85,276.9,278,Saiyan,41.06,48,104,beerus
PT-1624,94,226.5,683,Saiyan,52.64,74,126,dodoria
PT-1625,74,212.0,581,Saiyan,58.0,32,51,dodoria
PT-1626,93,224.0,792,Human,58.56,114,145,nappa
PT-1627,23,67.8,405,Namekian,30.06,52,40,captain ginyu
PT-1628,102,262.5,283,Saiyan,62.62,85,162,nappa
PT-1629,78,234.7,855,Frieza,39.65,125,49,nappa
PT-1630,92,340.8,354,Saiyan,56.03,62,152,piccolo
PT-1631,46,102.7,551,Saiyan,49.67,39,26,nappa
PT-1632,53,121.7,194,Namekian,49.89,104,169,gohan (adult) and videl
PT-1633,73,170.3,350,Namekian,48.2,126,43,raditz
PT-1634,70,114.6,903,Human,60.51,54,121,gohan (adult) and videl
PT-1635,76,147.0,321,Saiyan,40.33,100,69,turles
PT-1636,92,148.6,803,Saiyan,49.03,72,123,android 16
PT-1637,35,75.1,122,Saiyan,48.91,50,53,krillin
PT-1638,89,141.4,352,Majin,60.22,107,49,frieza
PT-1639,70,143.7,445,Saiyan,45.69,108,0,gotenks
PT-1640,66,207.7,1402,Human,45.96,96,177,vegeta
PT-1641,41,100.7,244,Saiyan,29.95,74,62,gohan (kid)
PT-1642,80,226.2,737,Human,54.21,51,0,nappa
PT-1643,22,33.7,929,Saiyan,30.38,63,58,zarbon
PT-1644,83,228.2,320,Human,53.36,118,116,tien
PT-1645,40,67.1,394,Human,26.72,90,29,raditz
PT-1646,71,162.3,536,Frieza,50.52,58,51,android 18
PT-1647,68,182.1,203,Namekian,42.96,121,77,dodoria
PT-1648,93,230.8,375,Human,49.31,52,143,raditz
PT-1649,66,117.1,1060,Saiyan,56.53,66,80,pan
PT-1650,56,133.7,674,Frieza,59.76,64,128,gohan (kid)
PT-1651,60,175.3,449,Namekian,59.54,28,117,yamcha
PT-1652,95,193.0,527,Namekian,63.2,94,87,piccolo
PT-1653,81,237.0,698,Human,50.28,104,24,gohan (kid)
PT-1654,62,115.8,783,Saiyan,44.24,7,64,captain ginyu
PT-1655,65,151.3,353,Majin,49.24,66,97,tien
PT-1656,39,94.4,1237,Saiyan,32.24,0,60,turles
PT-1657,78,174.2,1086,Saiyan,61.75,174,110,broly
PT-1658,35,88.0,740,Saiyan,20.0,66,89,nappa
PT-1659,85,207.9,297,Human,51.63,103,111,hercule
PT-1660,73,141.1,267,Saiyan,55.61,98,70,cooler
PT-1661,118,375.4,405,Human,60.44,149,133,gotenks
PT-1662,48,134.6,511,Human,37.28,108,153,gohan (kid)
PT-1663,68,119.8,171,Human,51.95,22,18,cooler
PT-1664,106,369.0,663,Saiyan,74.55,167,124,tien
PT-1665,94,283.0,1067,Frieza,47.25,155,169,krillin
PT-1666,56,154.1,696,Saiyan,31.46,72,22,broly
PT-1667,74,117.7,328,Saiyan,42.03,84,122,gohan (kid)
PT-1668,70,103.9,306,Human,35.7,0,124,zarbon
PT-1669,76,210.8,590,Saiyan,38.67,41,24,raditz
PT-1670,56,91.2,449,Human,34.62,96,98,broly
PT-1671,68,126.8,643,Saiyan,57.07,132,67,vegeta
PT-1672,38,130.1,707,Namekian,32.7,90,54,piccolo
PT-1673,73,155.1,949,Saiyan,49.45,85,68,cooler
PT-1674,79,107.6,250,Frieza,43.96,170,138,piccolo
PT-1675,65,115.0,563,Human,51.07,122,71,raditz
PT-1676,38,90.6,396,Saiyan,50.21,45,38,android 16
PT-1677,90,238.0,464,Human,48.9,189,75,goku
PT-1678,77,260.5,828,Saiyan,64.6,48,70,majin buu
PT-1679,55,92.2,883,Frieza,44.92,15,25,yamcha
PT-1680,64,103.7,1140,Majin,45.73,64,56,gohan (kid)
PT-1681,40,130.1,636,Human,39.2,32,63,hercule
PT-1682,49,108.9,461,Saiyan,42.72,55,80,gohan (kid)
PT-1683,59,144.2,423,Frieza,58.46,109,119,lord slug
PT-1684,95,312.0,174,Human,62.16,105,106,dodoria
PT-1685,57,165.3,1101,Human,47.13,75,51,broly
PT-1686,83,185.5,406,Saiyan,49.83,99,48,nappa
PT-1687,59,182.1,667,Saiyan,50.31,0,83,pan
PT-1688,75,112.1,741,Majin,42.35,29,78,vegeta
PT-1689,67,245.3,233,Human,47.67,68,74,lord slug
PT-1690,87,230.3,283,Namekian,77.87,66,101,piccolo
PT-1691,59,144.1,1247,Human,23.57,68,92,captain ginyu
PT-1692,39,151.0,587,Human,37.47,117,68,gohan (kid)
PT-1693,42,116.8,348,Human,38.97,61,53,krillin
PT-1694,59,136.2,457,Majin,41.78,24,39,zarbon
PT-1695,45,89.5,946,Saiyan,36.36,34,37,piccolo
PT-1696,78,224.7,863,Namekian,51.93,161,119,goku
PT-1697,61,148.5,204,Saiyan,42.38,140,56,gohan (adult) and videl
PT-1698,117,225.7,1314,Human,68.58,147,58,lord slug
PT-1699,35,106.8,880,Namekian,30.1,0,101,zarbon
PT-1700,74,181.0,450,Majin,65.78,101,44,raditz
PT-1701,47,105.0,241,Saiyan,36.78,83,64,nappa
PT-1702,60,86.0,927,Majin,48.56,79,92,piccolo
PT-1703,73,190.1,656,Saiyan,43.85,66,81,frieza
PT-1704,23,7.1,205,Saiyan,36.67,34,0,gohan (adult) and videl
PT-1705,75,118.0,429,Majin,55.87,64,98,piccolo
PT-1706,108,247.8,3215,Majin,66.55,71,159,krillin
PT-1707,61,115.9,498,Saiyan,36.18,133,104,yamcha
PT-1708,75,153.2,316,Frieza,43.98,125,0,dodoria
PT-1709,90,279.9,269,Saiyan,69.49,91,178,krillin
PT-1710,67,151.8,1427,Frieza,40.69,98,24,vegeta
PT-1711,58,196.6,819,Majin,48.33,92,27,tien
PT-1712,24,83.6,1146,Frieza,22.04,143,78,tien
PT-1713,83,216.4,572,Namekian,61.27,131,106,lord slug
PT-1714,68,246.4,1046,Frieza,41.71,118,81,nenhum
PT-1715,50,141.8,296,Human,32.29,72,42,piccolo
PT-1716,73,143.7,543,Saiyan,43.5,71,134,raditz
PT-1717,58,180.8,585,Saiyan,38.77,132,69,gohan (kid)
PT-1718,59,123.0,1129,Majin,46.84,103,9,hercule
PT-1719,82,202.2,597,Saiyan,53.36,62,137,captain ginyu
PT-1720,43,127.4,339,Frieza,28.44,83,69,frieza
PT-1721,91,137.5,512,Saiyan,56.18,136,138,frieza
PT-1722,42,57.8,180,Namekian,27.65,0,82,pan
PT-1723,57,149.4,122,Human,47.95,39,166,krillin
PT-1724,108,207.3,811,Namekian,69.82,131,93,yamcha
PT-1725,93,173.0,394,Frieza,57.01,27,96,vegeta
PT-1726,72,134.0,421,Saiyan,50.97,17,109,dodoria
PT-1727,51,134.9,811,Human,54.42,60,54,yamcha
PT-1728,59,179.7,1139,Saiyan,42.34,97,103,beerus
PT-1729,71,197.5,679,Majin,40.85,108,0,android 16
PT-1730,71,162.3,1567,Majin,53.03,150,77,pan
PT-1731,68,130.9,666,Saiyan,38.14,88,73,jaco
PT-1732,69,113.3,591,Saiyan,45.92,70,73,captain ginyu
PT-1733,66,148.2,569,Saiyan,41.61,31,41,turles
PT-1734,41,141.8,228,Saiyan,30.79,47,95,lord slug
PT-1735,60,168.2,874,Majin,42.0,106,52,nappa
PT-1736,88,190.9,114,Saiyan,62.4,131,100,android 16
PT-1737,43,107.5,347,Frieza,46.05,75,59,jaco
PT-1738,66,172.7,500,Frieza,53.81,105,96,majin buu
PT-1739,54,141.5,307,Frieza,44.29,124,125,cell
PT-1740,72,172.1,376,Human,46.74,91,88,raditz
PT-1741,62,191.3,1486,Saiyan,25.94,134,107,gotenks
PT-1742,100,283.7,956,Majin,62.94,81,106,vegeta
PT-1743,80,273.6,327,Majin,33.77,91,66,android 18
PT-1744,44,122.2,372,Frieza,22.21,46,55,android 16
PT-1745,83,142.7,229,Saiyan,51.91,128,77,captain ginyu
PT-1746,55,99.4,752,Saiyan,44.12,33,91,yamcha
PT-1747,58,145.5,424,Frieza,39.59,64,75,cell
PT-1748,76,176.9,151,Namekian,62.68,16,51,raditz
PT-1749,60,153.2,523,Saiyan,47.7,102,63,raditz
PT-1750,88,248.4,641,Majin,53.2,150,31,yamcha
PT-1751,55,106.7,878,Saiyan,53.09,110,61,android 18
PT-1752,58,152.9,472,Human,55.72,109,71,yamcha
PT-1753,57,161.5,394,Saiyan,46.9,109,142,nappa
PT-1754,59,145.0,1623,Saiyan,37.4,105,125,beerus
PT-1755,92,210.2,495,Saiyan,52.4,128,53,zarbon
PT-1756,83,126.2,759,Saiyan,41.63,124,96,beerus
PT-1757,104,230.9,356,Human,61.26,87,112,dodoria
