nome,tamanho_cm,necessidade_agua,necessidade_luz,toxica_para_pets,ideal_interno
Samambaia,55.0,Baixa,Sombra,1,1
Ficus,74.0,Media,Meia-sombra,1,1
Ficus,82.0,Media,Meia-sombra,1,1
Suculenta,66.0,Media,Sombra,1,1
Ficus,56.0,Alta,Sol-pleno,0,1
Samambaia,65.0,Alta,Sombra,1,0
Espada-de-sao-jorge,37.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,47.0,Media,Sombra,0,1
Espada-de-sao-jorge,34.0,Baixa,Sombra,0,1
Samambaia,25.0,Media,Sombra,0,1
Suculenta,57.0,Media,Sombra,1,1
Suculenta,54.0,Media,Sombra,1,1
Samambaia,64.0,Baixa,Sol-pleno,1,1
Suculenta,61.0,Baixa,Sol-pleno,1,0
Suculenta,55.0,Baixa,Meia-sombra,0,1
Cacto,61.0,Baixa,Sombra,0,1
Orquidea,49.0,Media,Sol-pleno,1,0
Orquidea,58.0,Alta,Meia-sombra,0,1
Suculenta,35.0,Baixa,Meia-sombra,1,1
Orquidea,57.0,Baixa,,0,1
Orquidea,,Media,Meia-sombra,0,1
Suculenta,37.0,Alta,Meia-sombra,0,1
Samambaia,,Baixa,Sol-pleno,0,1
Orquidea,38.0,Baixa,Meia-sombra,1,1
Orquidea,39.0,Media,Sol-pleno,1,1
Espada-de-sao-jorge,,Media,Sol-pleno,0,1
Ficus,75.0,Alta,Sol-pleno,0,1
Cacto,71.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,61.0,Baixa,Sombra,0,1
Suculenta,89.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,46.0,Media,Meia-sombra,0,1
Ficus,111.0,Alta,Sol-pleno,0,0
Ficus,45.0,Media,Sombra,0,1
Orquidea,55.0,Media,Sol-pleno,0,1
Cacto,42.0,Baixa,Sol-pleno,1,0
Suculenta,57.0,Baixa,Sol-pleno,0,1
Cacto,67.0,Alta,Sol-pleno,0,1
Cacto,48.0,Baixa,Sol-pleno,1,0
Espada-de-sao-jorge,86.0,Media,Meia-sombra,1,1
Ficus,55.0,Alta,Meia-sombra,1,1
Orquidea,55.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,32.0,Baixa,Sol-pleno,0,1
Suculenta,58.0,Baixa,Sombra,1,0
Cacto,47.0,Alta,Meia-sombra,0,1
Ficus,38.0,Alta,Meia-sombra,0,1
Orquidea,34.0,Baixa,Meia-sombra,1,1
Cacto,103.0,Media,Meia-sombra,0,1
Ficus,45.0,Baixa,Sol-pleno,1,0
Cacto,21.0,Alta,Sombra,1,1
Espada-de-sao-jorge,36.0,Alta,Sol-pleno,0,1
Samambaia,49.0,Baixa,Sol-pleno,1,1
Samambaia,61.0,Media,Sol-pleno,0,1
Orquidea,61.0,Media,Sol-pleno,1,1
Samambaia,64.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,37.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,57.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,32.0,Media,Sombra,1,1
Espada-de-sao-jorge,38.0,Baixa,Sombra,1,1
Samambaia,32.0,Baixa,Sol-pleno,0,0
Samambaia,26.0,Media,Meia-sombra,0,1
Cacto,71.0,Alta,,0,1
Cacto,,Media,,1,1
Espada-de-sao-jorge,,Alta,Sombra,0,1
Orquidea,51.0,Media,Sol-pleno,0,1
Suculenta,66.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,15.0,Alta,Meia-sombra,1,1
Suculenta,67.0,Baixa,Meia-sombra,1,1
Cacto,54.0,Baixa,Meia-sombra,0,1
Cacto,,Alta,Meia-sombra,0,1
Suculenta,58.0,Alta,Meia-sombra,0,1
Ficus,30.0,Baixa,Sombra,0,1
Orquidea,20.0,Media,Sombra,1,1
Suculenta,36.0,Alta,Meia-sombra,0,1
Orquidea,61.0,Alta,Sombra,0,1
Suculenta,,Baixa,Meia-sombra,0,1
Orquidea,23.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,30.0,Media,Sombra,1,1
Suculenta,36.0,Alta,Sombra,1,1
Cacto,43.0,Baixa,Sombra,0,1
Ficus,23.0,Media,Sol-pleno,0,1
Orquidea,,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,34.0,Media,Sombra,0,1
Orquidea,52.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,26.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,48.0,Alta,Sol-pleno,0,1
Orquidea,71.0,Media,Meia-sombra,1,1
Suculenta,24.0,Baixa,Sombra,0,1
Ficus,46.0,Media,Sol-pleno,0,1
Ficus,70.0,Media,Sol-pleno,0,1
Samambaia,42.0,Alta,Meia-sombra,0,1
Cacto,39.0,Baixa,Sombra,0,1
Orquidea,73.0,Baixa,Sol-pleno,1,1
Cacto,44.0,Media,Sombra,1,1
Ficus,72.0,Alta,Sol-pleno,0,1
Samambaia,59.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,43.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,60.0,Baixa,Meia-sombra,0,1
Cacto,56.0,Alta,Sombra,0,1
Orquidea,70.0,Alta,Sol-pleno,0,1
Orquidea,39.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,51.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,49.0,Baixa,Sol-pleno,1,0
Suculenta,64.0,Media,Sol-pleno,0,1
Cacto,29.0,Alta,Meia-sombra,1,1
Suculenta,70.0,Baixa,Meia-sombra,0,1
Samambaia,59.0,Alta,Meia-sombra,1,1
Cacto,24.0,Baixa,Sombra,0,1
Suculenta,74.0,Alta,Meia-sombra,0,1
Suculenta,95.0,Baixa,Sol-pleno,0,1
Suculenta,70.0,Alta,Meia-sombra,0,1
Cacto,79.0,Media,,0,1
Cacto,52.0,Baixa,,0,0
Ficus,17.0,Baixa,Sol-pleno,0,1
Suculenta,13.0,Alta,Sol-pleno,0,1
Suculenta,55.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,38.0,Media,Sol-pleno,0,1
Suculenta,32.0,Alta,Sol-pleno,0,0
Cacto,49.0,Media,Sol-pleno,0,1
Ficus,62.0,Media,Sol-pleno,0,0
Samambaia,,Media,Sol-pleno,0,1
Cacto,,Baixa,Sol-pleno,1,1
Cacto,80.0,Baixa,Meia-sombra,0,1
Cacto,28.0,Baixa,Sol-pleno,0,1
Cacto,67.0,Media,Sol-pleno,0,1
Orquidea,40.0,Media,Meia-sombra,0,1
Ficus,61.0,Alta,Sombra,0,1
Samambaia,72.0,Alta,Sol-pleno,0,1
Ficus,,Baixa,Meia-sombra,1,1
Samambaia,68.0,Alta,Meia-sombra,0,1
Orquidea,27.0,Alta,Sol-pleno,0,1
Ficus,72.0,Media,Sombra,0,1
Cacto,33.0,Media,Meia-sombra,0,1
Ficus,55.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,55.0,Baixa,Sombra,0,1
Orquidea,60.0,Baixa,Sol-pleno,0,1
Samambaia,57.0,Media,Meia-sombra,1,0
Samambaia,33.0,Media,Sombra,0,1
Ficus,23.0,Baixa,Meia-sombra,0,1
Cacto,67.0,Baixa,Sombra,1,1
Orquidea,54.0,Baixa,Sol-pleno,0,1
Suculenta,73.0,Media,Sombra,0,1
Espada-de-sao-jorge,49.0,Alta,Meia-sombra,1,1
Cacto,22.0,Media,Meia-sombra,0,1
Samambaia,69.0,Baixa,Sombra,0,1
Cacto,43.0,Baixa,Sol-pleno,0,0
Samambaia,57.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,37.0,Alta,,0,1
Samambaia,83.0,Alta,Meia-sombra,0,1
Cacto,32.0,Baixa,,0,1
Suculenta,43.0,Baixa,Sombra,1,1
Ficus,52.0,Baixa,Sol-pleno,0,1
Cacto,28.0,Alta,Meia-sombra,1,1
Cacto,57.0,Baixa,Sombra,1,1
Samambaia,82.0,Alta,Meia-sombra,1,1
Ficus,40.0,Media,Sol-pleno,1,0
Ficus,58.0,Baixa,Sombra,1,1
Ficus,5.0,Alta,Meia-sombra,0,1
Cacto,49.0,Media,Meia-sombra,0,1
Ficus,44.0,Alta,Sol-pleno,1,0
Espada-de-sao-jorge,34.0,Baixa,Meia-sombra,0,1
Samambaia,72.0,Media,Sol-pleno,0,1
Suculenta,43.0,Media,Sol-pleno,1,0
Orquidea,46.0,Media,Sol-pleno,0,1
Cacto,42.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,12.0,Media,Sol-pleno,0,1
Ficus,27.0,Alta,Sombra,0,1
Samambaia,69.0,Alta,Sol-pleno,0,1
Samambaia,8.0,Baixa,Sol-pleno,0,1
Ficus,35.0,Alta,Sombra,1,0
Samambaia,42.0,Alta,Meia-sombra,0,1
Samambaia,85.0,Baixa,Sol-pleno,0,1
Orquidea,65.0,Baixa,Sombra,1,1
Samambaia,39.0,Alta,Sol-pleno,1,0
Espada-de-sao-jorge,76.0,Baixa,Sol-pleno,0,1
Orquidea,35.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,70.0,Media,Sombra,0,1
Ficus,23.0,Media,Sol-pleno,1,0
Espada-de-sao-jorge,71.0,Media,Sol-pleno,0,1
Suculenta,42.0,Media,Sombra,0,1
Espada-de-sao-jorge,29.0,Alta,Sol-pleno,1,0
Cacto,46.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,56.0,Baixa,Sol-pleno,0,1
Suculenta,40.0,Baixa,Sombra,1,1
Ficus,61.0,Baixa,Sol-pleno,1,0
Cacto,38.0,Media,Meia-sombra,0,1
Ficus,62.0,Media,Sombra,0,1
Espada-de-sao-jorge,59.0,Alta,Meia-sombra,0,1
Samambaia,49.0,Media,Sol-pleno,0,1
Samambaia,41.0,Baixa,Sol-pleno,0,1
Suculenta,53.0,Alta,Sombra,1,1
Cacto,61.0,Baixa,Sol-pleno,0,1
Ficus,91.0,Alta,Meia-sombra,0,1
Orquidea,69.0,Alta,Sombra,0,1
Espada-de-sao-jorge,70.0,Alta,Meia-sombra,1,0
Orquidea,112.0,Alta,Sol-pleno,0,0
Suculenta,60.0,Baixa,Sombra,0,1
Cacto,60.0,Media,Sombra,0,1
Suculenta,64.0,Media,Sombra,0,1
Suculenta,,Media,Meia-sombra,1,1
Ficus,41.0,Alta,Sombra,1,1
Ficus,40.0,Media,Sol-pleno,0,1
Samambaia,63.0,Baixa,Sombra,0,1
Cacto,47.0,Alta,Sombra,1,0
Ficus,53.0,Media,Sombra,0,1
Ficus,72.0,Alta,Sol-pleno,1,1
Espada-de-sao-jorge,67.0,Baixa,Sol-pleno,0,1
Cacto,47.0,Alta,Sombra,0,1
Suculenta,37.0,Baixa,Meia-sombra,0,1
Suculenta,73.0,Media,Sol-pleno,0,1
Orquidea,65.0,Alta,Sol-pleno,0,0
Orquidea,18.0,Media,Sombra,1,1
Samambaia,44.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,53.0,Alta,Sol-pleno,0,0
Cacto,66.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,68.0,Baixa,Meia-sombra,1,1
Cacto,56.0,Baixa,Meia-sombra,0,1
Ficus,62.0,Baixa,Sol-pleno,0,1
Orquidea,51.0,Baixa,Sol-pleno,0,1
Ficus,37.0,Media,Meia-sombra,0,0
Orquidea,45.0,Baixa,Sol-pleno,1,1
Ficus,50.0,Alta,Meia-sombra,0,1
Samambaia,49.0,Baixa,Sol-pleno,0,1
Suculenta,12.0,Media,Sombra,1,1
Espada-de-sao-jorge,42.0,Media,Sol-pleno,0,1
Cacto,51.0,Media,Meia-sombra,0,1
Ficus,44.0,Baixa,Meia-sombra,0,1
Samambaia,45.0,Media,Sombra,1,1
Espada-de-sao-jorge,60.0,Media,Meia-sombra,1,1
Orquidea,28.0,Media,Sombra,0,1
Ficus,17.0,Alta,Sol-pleno,1,1
Cacto,43.0,Media,Sol-pleno,0,1
Samambaia,65.0,Media,Meia-sombra,0,1
Samambaia,84.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,66.0,Baixa,Sol-pleno,0,1
Suculenta,21.0,Media,Sombra,0,1
Samambaia,,Media,Sombra,1,1
Suculenta,55.0,Alta,Sombra,0,1
Cacto,54.0,Alta,Sombra,1,0
Ficus,61.0,Baixa,Meia-sombra,0,1
Cacto,32.0,Media,Meia-sombra,0,0
Samambaia,51.0,Media,Meia-sombra,0,1
Samambaia,58.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,67.0,Media,Sol-pleno,0,1
Orquidea,34.0,Media,Sol-pleno,0,1
Ficus,43.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,5.0,Media,,1,0
Suculenta,38.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,40.0,Baixa,Sol-pleno,0,1
Orquidea,30.0,Media,,0,1
Cacto,53.0,Baixa,Sombra,1,1
Suculenta,49.0,Baixa,Sol-pleno,0,1
Suculenta,5.0,Alta,,0,1
Orquidea,54.0,Media,Meia-sombra,0,1
Samambaia,31.0,Baixa,Meia-sombra,0,1
Samambaia,60.0,Media,Meia-sombra,0,1
Samambaia,24.0,Baixa,Sombra,0,1
Samambaia,51.0,Media,Meia-sombra,0,1
Ficus,44.0,Baixa,Sombra,0,1
Ficus,56.0,Media,Sombra,0,1
Espada-de-sao-jorge,52.0,Media,Meia-sombra,0,1
Ficus,45.0,Media,Meia-sombra,1,1
Espada-de-sao-jorge,19.0,Media,Sol-pleno,0,1
Ficus,20.0,Baixa,Meia-sombra,1,0
Orquidea,38.0,Baixa,Sol-pleno,0,1
Samambaia,50.0,Baixa,Sol-pleno,1,1
Suculenta,38.0,Media,Meia-sombra,1,1
Samambaia,63.0,Media,Sol-pleno,0,1
Cacto,44.0,Alta,Meia-sombra,1,0
Cacto,31.0,Baixa,Meia-sombra,0,1
Suculenta,,Baixa,Sombra,1,0
Cacto,55.0,Alta,Sombra,0,1
Suculenta,56.0,Alta,Meia-sombra,0,1
Orquidea,88.0,Alta,Sombra,0,1
Cacto,37.0,Baixa,Meia-sombra,1,1
Cacto,49.0,Baixa,Sombra,1,1
Ficus,59.0,Baixa,Sombra,0,1
Cacto,50.0,Baixa,Meia-sombra,1,1
Ficus,40.0,Alta,Meia-sombra,1,0
Samambaia,19.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,40.0,Alta,Sol-pleno,0,1
Ficus,29.0,Alta,Sol-pleno,0,1
Cacto,15.0,Media,Sombra,0,1
Espada-de-sao-jorge,34.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,29.0,Alta,Sombra,1,1
Ficus,62.0,Alta,Sombra,0,1
Ficus,62.0,Media,Sombra,0,1
Cacto,32.0,Alta,Meia-sombra,0,1
Suculenta,45.0,Media,Sombra,0,1
Espada-de-sao-jorge,13.0,Media,Meia-sombra,0,1
Samambaia,40.0,Alta,Sombra,0,1
Ficus,58.0,Media,Meia-sombra,0,1
Samambaia,66.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,36.0,Media,Sombra,0,1
Ficus,,Baixa,Sombra,1,1
Cacto,20.0,Baixa,Sol-pleno,0,1
Ficus,,Media,Sol-pleno,0,1
Ficus,64.0,Media,Sombra,0,1
Espada-de-sao-jorge,83.0,Media,Sol-pleno,0,1
Ficus,60.0,Alta,,1,1
Samambaia,49.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,6.0,Baixa,Sombra,1,1
Suculenta,10.0,Alta,Meia-sombra,1,1
Ficus,53.0,Media,Sombra,0,1
Cacto,43.0,Media,Sombra,0,1
Espada-de-sao-jorge,28.0,Baixa,Meia-sombra,0,1
Cacto,51.0,Media,Sombra,1,1
Suculenta,52.0,Media,Meia-sombra,0,1
Suculenta,69.0,Media,Sombra,0,1
Suculenta,53.0,Baixa,Sombra,0,1
Samambaia,75.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,50.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,,Baixa,Sol-pleno,0,1
Ficus,71.0,Baixa,Sombra,0,1
Orquidea,30.0,Alta,Meia-sombra,1,0
Orquidea,106.0,Alta,Sombra,0,1
Orquidea,58.0,Media,Sombra,0,1
Cacto,58.0,Alta,,0,1
Cacto,61.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,88.0,Baixa,Meia-sombra,0,1
Ficus,66.0,Media,Sombra,1,1
Orquidea,18.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,78.0,Baixa,Sol-pleno,1,1
Orquidea,,Alta,,0,1
Cacto,52.0,Baixa,Sombra,1,1
Suculenta,24.0,Baixa,Meia-sombra,0,1
Ficus,61.0,Media,Meia-sombra,1,1
Espada-de-sao-jorge,37.0,Media,Sol-pleno,1,0
Cacto,52.0,Baixa,Meia-sombra,0,1
Ficus,,Baixa,Sombra,0,1
Orquidea,89.0,Media,Sombra,0,1
Suculenta,90.0,Baixa,Sombra,0,1
Suculenta,51.0,Alta,Meia-sombra,0,1
Ficus,51.0,Alta,Sombra,0,1
Orquidea,43.0,Baixa,Sol-pleno,0,1
Suculenta,72.0,Media,Sol-pleno,0,1
Orquidea,43.0,Baixa,Sombra,1,1
Orquidea,42.0,Media,Sol-pleno,0,1
Samambaia,70.0,Alta,Meia-sombra,0,1
Samambaia,39.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,,Baixa,Meia-sombra,0,1
Suculenta,18.0,Baixa,Meia-sombra,0,1
Cacto,64.0,Alta,Sombra,0,1
Samambaia,89.0,Baixa,Sol-pleno,0,1
Suculenta,64.0,Media,Sombra,0,1
Orquidea,79.0,Media,Sombra,0,1
Ficus,33.0,Baixa,Sombra,0,1
Suculenta,55.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,31.0,Baixa,Sombra,0,1
Samambaia,45.0,Alta,Meia-sombra,0,1
Samambaia,65.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,52.0,Alta,Sombra,0,1
Ficus,22.0,Baixa,Sol-pleno,0,1
Cacto,24.0,Media,Sol-pleno,1,1
Cacto,22.0,Media,Sol-pleno,0,1
Orquidea,60.0,Alta,Meia-sombra,0,1
Ficus,91.0,Baixa,Sol-pleno,0,1
Cacto,77.0,Alta,Meia-sombra,0,1
Ficus,12.0,Baixa,Meia-sombra,0,1
Orquidea,78.0,Media,Sombra,1,1
Suculenta,69.0,Alta,Sol-pleno,0,1
Cacto,19.0,Baixa,Sombra,0,1
Cacto,44.0,Baixa,Meia-sombra,0,1
Ficus,72.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,61.0,Baixa,Sombra,0,1
Suculenta,24.0,Alta,Meia-sombra,0,1
Samambaia,62.0,Media,Sombra,1,1
Cacto,7.0,Media,Meia-sombra,0,1
Orquidea,46.0,Alta,Meia-sombra,0,1
Orquidea,73.0,Alta,Sombra,1,1
Cacto,50.0,Baixa,Sol-pleno,1,0
Samambaia,40.0,Baixa,Meia-sombra,1,1
Suculenta,68.0,Baixa,Meia-sombra,0,1
Suculenta,69.0,Baixa,Sol-pleno,0,1
Suculenta,76.0,Alta,Sombra,1,0
Ficus,67.0,Media,Meia-sombra,0,1
Cacto,72.0,Alta,Sol-pleno,1,1
Suculenta,65.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,55.0,Alta,Sombra,1,1
Suculenta,52.0,Alta,Sombra,0,1
Cacto,45.0,Alta,Sol-pleno,0,1
Suculenta,26.0,Media,Sol-pleno,0,1
Samambaia,,Alta,Sol-pleno,0,1
Ficus,44.0,Media,Sombra,0,1
Orquidea,55.0,Media,Sol-pleno,1,1
Espada-de-sao-jorge,79.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,49.0,Baixa,Sol-pleno,0,1
Suculenta,70.0,Alta,Sol-pleno,0,1
Ficus,72.0,Alta,Sombra,0,1
Espada-de-sao-jorge,,Alta,Sol-pleno,0,1
Cacto,62.0,Alta,Meia-sombra,0,1
Samambaia,45.0,Media,Sol-pleno,1,1
Espada-de-sao-jorge,76.0,Alta,Sol-pleno,0,1
Orquidea,63.0,Baixa,Sombra,0,1
Orquidea,26.0,Media,Sol-pleno,1,1
Samambaia,53.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,,Baixa,Sombra,1,0
Cacto,46.0,Media,Sombra,0,1
Suculenta,59.0,Media,Sombra,0,1
Orquidea,61.0,Alta,Sol-pleno,0,1
Suculenta,29.0,Media,Sombra,0,1
Samambaia,60.0,Media,Meia-sombra,0,1
Samambaia,22.0,Media,Meia-sombra,0,1
Cacto,37.0,Media,Sol-pleno,0,0
Espada-de-sao-jorge,72.0,Alta,Meia-sombra,0,1
Orquidea,57.0,Baixa,Meia-sombra,1,1
Cacto,44.0,Media,Sol-pleno,0,1
Orquidea,59.0,Media,Meia-sombra,1,1
Orquidea,49.0,Baixa,Sol-pleno,1,0
Cacto,50.0,Alta,Sol-pleno,1,1
Cacto,63.0,Media,Sol-pleno,1,0
Espada-de-sao-jorge,35.0,Baixa,Sombra,1,1
Suculenta,51.0,Media,Sombra,0,1
Ficus,44.0,Alta,Meia-sombra,0,1
Orquidea,18.0,Alta,Meia-sombra,1,0
Suculenta,32.0,Baixa,Sombra,0,1
Suculenta,81.0,Media,Meia-sombra,1,1
Orquidea,58.0,Baixa,Sombra,1,0
Espada-de-sao-jorge,24.0,Media,Sombra,0,1
Samambaia,,Media,Sol-pleno,0,1
Cacto,48.0,Media,Sombra,0,1
Samambaia,81.0,Alta,Sol-pleno,0,1
Suculenta,46.0,Media,Meia-sombra,0,1
Cacto,76.0,Media,Sol-pleno,1,1
Cacto,57.0,Baixa,Sombra,0,1
Orquidea,59.0,Baixa,Sol-pleno,0,1
Cacto,23.0,Alta,Meia-sombra,1,0
Cacto,69.0,Media,Sol-pleno,0,1
Cacto,43.0,Alta,Sombra,1,1
Samambaia,67.0,Media,Sol-pleno,0,1
Ficus,34.0,Media,Sombra,1,1
Orquidea,54.0,Media,Meia-sombra,0,1
Ficus,57.0,Media,,0,1
Samambaia,47.0,Baixa,Sol-pleno,0,1
Orquidea,58.0,Baixa,Meia-sombra,0,1
Ficus,45.0,Media,Sol-pleno,0,0
Suculenta,37.0,Media,Meia-sombra,1,0
Orquidea,82.0,Media,Sombra,1,1
Suculenta,71.0,Media,Meia-sombra,0,1
Samambaia,35.0,Baixa,Meia-sombra,0,1
Ficus,61.0,Alta,Sombra,1,1
Espada-de-sao-jorge,35.0,Media,Sol-pleno,1,0
Samambaia,,Baixa,Sol-pleno,0,1
Orquidea,71.0,Media,,0,1
Samambaia,16.0,Alta,Meia-sombra,1,0
Ficus,69.0,Alta,,0,1
Orquidea,45.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,46.0,Alta,Sombra,1,1
Espada-de-sao-jorge,,Media,Meia-sombra,0,1
Orquidea,62.0,Media,,1,0
Samambaia,33.0,Media,Sol-pleno,0,0
Espada-de-sao-jorge,64.0,Alta,Meia-sombra,1,1
Orquidea,52.0,Baixa,Sol-pleno,1,1
Samambaia,25.0,Baixa,Meia-sombra,1,1
Ficus,47.0,Media,Meia-sombra,1,1
Espada-de-sao-jorge,78.0,Baixa,Meia-sombra,1,1
Samambaia,84.0,Alta,Sol-pleno,0,1
Orquidea,64.0,Alta,Sol-pleno,1,1
Ficus,26.0,Media,Sombra,1,1
Samambaia,60.0,Alta,Sombra,0,1
Samambaia,,Baixa,,0,1
Samambaia,65.0,Media,Sol-pleno,0,1
Orquidea,66.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,57.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,49.0,Baixa,Sombra,0,1
Orquidea,38.0,Media,Sombra,0,1
Samambaia,12.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,57.0,Baixa,Meia-sombra,0,1
Suculenta,,Media,Sol-pleno,1,0
Suculenta,61.0,Alta,Sombra,0,1
Orquidea,23.0,Baixa,Sombra,0,1
Orquidea,63.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,91.0,Media,Sol-pleno,1,1
Suculenta,52.0,Media,Sol-pleno,1,1
Suculenta,49.0,Alta,Sombra,0,1
Orquidea,56.0,Media,Sol-pleno,0,1
Samambaia,91.0,Alta,Meia-sombra,0,1
Samambaia,30.0,Baixa,Sol-pleno,0,0
Suculenta,54.0,Baixa,Sol-pleno,1,1
Ficus,34.0,Media,Meia-sombra,0,1
Samambaia,39.0,Baixa,Sombra,0,1
Orquidea,49.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,77.0,Media,Meia-sombra,0,1
Suculenta,86.0,Alta,,0,1
Cacto,59.0,Baixa,Meia-sombra,0,0
Cacto,,Alta,Sol-pleno,0,1
Orquidea,100.0,Media,Sombra,0,1
Suculenta,41.0,Baixa,Sol-pleno,0,1
Ficus,39.0,Baixa,Meia-sombra,1,1
Suculenta,15.0,Alta,Sombra,0,1
Cacto,78.0,Baixa,Sombra,0,1
Orquidea,69.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,98.0,Alta,Sol-pleno,1,1
Espada-de-sao-jorge,22.0,Media,Meia-sombra,1,0
Suculenta,,Baixa,Sombra,1,1
Cacto,51.0,Baixa,Meia-sombra,0,1
Cacto,66.0,Alta,Sombra,1,0
Samambaia,17.0,Media,Sombra,0,1
Espada-de-sao-jorge,79.0,Baixa,Sol-pleno,1,0
Espada-de-sao-jorge,66.0,Baixa,Sol-pleno,1,0
Espada-de-sao-jorge,49.0,Media,Sombra,0,1
Samambaia,63.0,Baixa,Meia-sombra,0,1
Samambaia,35.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,38.0,Baixa,Meia-sombra,0,1
Suculenta,41.0,Alta,Sol-pleno,1,0
Orquidea,13.0,Media,Sombra,0,1
Cacto,67.0,Alta,Sol-pleno,1,0
Cacto,74.0,Baixa,Meia-sombra,1,1
Suculenta,36.0,Media,Sombra,0,1
Orquidea,57.0,Baixa,Sol-pleno,0,1
Cacto,45.0,Media,Sol-pleno,0,0
Orquidea,57.0,Alta,Meia-sombra,1,0
Samambaia,37.0,Baixa,Sol-pleno,0,1
Cacto,32.0,Alta,Sombra,0,1
Espada-de-sao-jorge,,Media,Meia-sombra,0,1
Espada-de-sao-jorge,49.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,90.0,Baixa,Sol-pleno,0,1
Samambaia,51.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,31.0,Media,Sol-pleno,1,0
Espada-de-sao-jorge,75.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,63.0,Baixa,Meia-sombra,0,1
Ficus,65.0,Alta,Sombra,0,1
Orquidea,74.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,37.0,Baixa,Sombra,0,1
Orquidea,47.0,Media,Sol-pleno,0,1
Samambaia,47.0,Alta,Sombra,0,1
Orquidea,24.0,Media,Sol-pleno,0,1
Ficus,45.0,Baixa,,0,1
Cacto,77.0,Media,Meia-sombra,0,1
Suculenta,55.0,Media,Sol-pleno,0,1
Cacto,23.0,Baixa,Sol-pleno,1,1
Orquidea,19.0,Alta,Sombra,1,1
Samambaia,83.0,Baixa,Sol-pleno,0,1
Suculenta,48.0,Alta,Meia-sombra,1,1
Suculenta,37.0,Alta,,1,0
Suculenta,45.0,Alta,Sol-pleno,0,0
Samambaia,20.0,Alta,Sol-pleno,1,1
Samambaia,78.0,Baixa,,1,0
Samambaia,42.0,Baixa,Sombra,0,1
Cacto,77.0,Alta,Sombra,0,1
Suculenta,51.0,Alta,Sombra,0,1
Cacto,79.0,Alta,Sol-pleno,0,1
Cacto,55.0,Media,Meia-sombra,1,1
Samambaia,67.0,Media,Meia-sombra,0,1
Samambaia,64.0,Baixa,Meia-sombra,0,1
Suculenta,62.0,Baixa,Sombra,0,1
Orquidea,57.0,Media,Meia-sombra,1,1
